id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
78,delineate,describe or outline clearly,The map delineated the disputed border more precisely than earlier surveys. | The contract clearly delineates the responsibilities of each party. | He delineated his plan for the company's future. | The law delineates exactly what constitutes fraud. | The boundary was delineated by a row of trees.,sat_300_plus_vocab_dataset,101,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
79,denigrate,criticize unfairly or harshly,The review denigrated popular fiction without examining its artistic methods. | Bullies often denigrate their victims to feel powerful. | The candidate denigrated his opponent's record in office. | You shouldn't denigrate her hard work just because you disagree. | The newspaper denigrated the movement as a fad.,sat_300_plus_vocab_dataset,102,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
80,deplore,strongly disapprove of,"The editorial did not merely question the policy; it deplored the secrecy with which it was adopted. | The editorial tried to deplore the committee’s secrecy, but its evidence was too thin to persuade careful readers. | Rather than deplore the committee’s secrecy, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to deplore the committee’s secrecy became a central issue in the investigation. | In the final paragraph, new testimony helps deplore the committee’s secrecy and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100080,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
81,deride,mock or ridicule openly,"Opponents derided the plan as naive, though later data showed that it reduced congestion. | The editorial tried to deride the compromise as naive, but its evidence was too thin to persuade careful readers. | Rather than deride the compromise as naive, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to deride the compromise as naive became a central issue in the investigation. | In the final paragraph, new testimony helps deride the compromise as naive and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100081,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
82,derivative,lacking in original qualities,Critics found the sequel derivative because it repeated the first film's twists. | The band's new album feels highly derivative of earlier rock music. | The artwork is derivative and lacks imagination. | His thesis is just a derivative summary of existing research. | The recipe is merely a derivative of a classic French dish.,sat_300_plus_vocab_dataset,104,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
83,despondent,deeply discouraged or hopeless,The team grew despondent after repeated failures but continued testing the design. | He became despondent when he lost his job. | The despondent dog waited by the door for its owner. | A despondent mood settled over the ruined city. | She felt utterly despondent after the breakup.,sat_300_plus_vocab_dataset,105,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
84,desultory,lacking clear plan,Their desultory discussion wandered from funding to furniture without solving anything. | He made a desultory attempt to clean his room. | The students had a desultory conversation during the break. | The investigation was conducted in a desultory manner. | She gave a desultory wave as the train departed.,sat_300_plus_vocab_dataset,106,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
85,detractor,person who criticizes something,"Even the project’s most persistent detractor admitted that the final design improved the park. | The prosecutor portrayed him as a detractor, arguing that his polished language concealed a lack of real expertise. | Even sympathetic observers began to doubt the detractor when his credentials could not be verified. | In the passage, the detractor gains influence by exploiting the public’s desire for easy answers. | The narrator contrasts the detractor with a careful scholar who admits the limits of her knowledge.",sat_300_plus_vocab_dataset,100085,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
86,didactic,intended to teach,The novel is didactic but never forgets to tell an engaging story. | The children's show is both entertaining and didactic. | His tone was overly didactic and patronizing. | The museum exhibit has a clear didactic purpose. | The fable ends with a didactic moral.,sat_300_plus_vocab_dataset,109,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
87,diffident,shy and lacking confidence,The diffident speaker became more assured after the audience responded warmly. | The diffident child hid behind his mother's legs. | She gave a diffident smile when praised. | He was too diffident to ask for a raise. | A diffident knock at the door announced the visitor.,sat_300_plus_vocab_dataset,110,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
88,digress,stray from the main point,"The lecturer began to digress, moving from climate data to a story about his childhood garden. | The editorial tried to digress from the central thesis, but its evidence was too thin to persuade careful readers. | Rather than digress from the central thesis, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to digress from the central thesis became a central issue in the investigation. | In the final paragraph, new testimony helps digress from the central thesis and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100088,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
89,dilatory,tending to cause delay,The senator's dilatory tactics postponed the vote for another week. | The contractor's dilatory work caused the project to run late. | Stop making dilatory excuses and start working. | The legal team used dilatory motions to stall the trial. | Her dilatory response frustrated the client.,sat_300_plus_vocab_dataset,111,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
90,discerning,showing good judgment,A discerning reader notices how the narrator avoids difficult questions. | The discerning customer spotted the flaw in the fabric. | He is a discerning judge of fine wine. | A discerning eye is required to appreciate this art. | The hiring manager made a highly discerning choice.,sat_300_plus_vocab_dataset,114,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
91,discredit,damage reputation or trust,The fabricated quotation threatened to discredit the entire article. | The scandal completely discredited the politician. | The lawyer tried to discredit the witness's testimony. | The new evidence discredited the old theory. | He sought to discredit his rival's scientific findings.,sat_300_plus_vocab_dataset,116,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
92,disparate,different in essential ways,The study linked disparate fields such as economics and ecology. | The group was made of people from widely disparate backgrounds. | It is hard to unite such disparate ideas into one cohesive plan. | The city is a collection of disparate neighborhoods. | The museum holds a disparate array of artifacts.,sat_300_plus_vocab_dataset,117,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
93,dispassionate,calm and impartial,A dispassionate analysis revealed strengths that critics had ignored. | The judge delivered a perfectly dispassionate verdict. | As a journalist she must maintain a dispassionate view. | The doctor gave a dispassionate report of the injuries. | The scientific method requires dispassionate observation.,sat_300_plus_vocab_dataset,118,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
94,dissemble,hide true motives,The diplomat tried to dissemble her concern but her silence was revealing. | He smiled to dissemble his real intentions. | The spy was trained to dissemble under pressure. | She proved unable to dissemble her deep disappointment. | Politicians often dissemble to avoid hard questions.,sat_300_plus_vocab_dataset,119,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
95,divisive,causing disagreement or conflict,"The zoning plan became divisive when residents realized it would affect schools differently. | The divisive policy changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its divisive policy became clear once the evidence was examined. | In the debate, the speaker’s divisive policy mattered as much as the facts he presented. | A careful reader would notice how the divisive policy reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100095,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
